scaffold,start,end,mid,sites,pi_Egglayer,pi_Brooder,dxy_Egglayer_Brooder,Fst_Egglayer_Brooder
Contig3201,70111,73110,71047,1560,0.0044,0.0047,0.0046,0.0067
Contig3201,70141,73140,71064,1532,0.0045,0.0048,0.0047,0.0067
Contig3201,70171,73170,71078,1509,0.0045,0.0049,0.0048,0.0067
Contig3201,70201,73200,71096,1479,0.0046,0.0049,0.0049,0.0067
Contig3201,70231,73230,71114,1449,0.0047,0.005,0.0049,0.0068
Contig3201,70261,73260,71133,1419,0.0044,0.0048,0.0047,0.0073
Contig3201,70291,73290,71148,1394,0.0045,0.0049,0.0048,0.0073
Contig3201,70321,73320,71165,1366,0.0043,0.0046,0.0045,0.0082
Contig3201,70351,73350,71184,1336,0.0042,0.0046,0.0045,0.0082
Contig3201,70381,73380,71200,1311,0.0043,0.0047,0.0046,0.0082
Contig3201,70411,73410,71213,1289,0.0044,0.0048,0.0047,0.0083
Contig3201,70441,73440,71229,1264,0.0045,0.0049,0.0048,0.0083
Contig3201,70471,73470,71247,1235,0.0045,0.005,0.0049,0.0083
Contig3201,70501,73500,71258,1218,0.0046,0.0051,0.0049,0.0083
Contig3201,70531,73530,71272,1195,0.0047,0.0052,0.005,0.0083
Contig3201,70561,73560,71288,1169,0.0046,0.0052,0.005,0.0083
Contig3201,70591,73590,71306,1141,0.0048,0.0054,0.0052,0.0083
Contig3201,70621,73620,71324,1111,0.0049,0.0055,0.0053,0.0083
Contig3201,70651,73650,71344,1081,0.0049,0.0053,0.0052,0.0085
Contig3201,70681,73680,71363,1051,0.005,0.0054,0.0053,0.0086
Contig3201,70711,73710,71383,1021,0.0051,0.0054,0.0054,0.0086
Contig3201,70741,73740,71402,991,0.005,0.0055,0.0054,0.0083
Contig3201,70771,73770,71423,961,0.0047,0.005,0.005,0.0096
Contig3201,70801,73800,71443,931,0.0048,0.0048,0.0049,0.0078
Contig3201,70831,73830,71462,904,0.005,0.0049,0.005,0.0077
Contig3201,70861,73860,71479,879,0.0051,0.0049,0.0051,0.0078
Contig3201,70891,73890,71500,850,0.0047,0.0045,0.0047,0.0074
Contig3201,70921,73920,71514,831,0.0048,0.0046,0.0048,0.0074
Contig3201,70951,73950,71535,801,0.004,0.0037,0.004,0.01
Contig3201,70981,73980,71540,795,0.0034,0.0031,0.0034,0.0129
Contig3201,71011,74010,71540,795,0.0034,0.0031,0.0034,0.0129
Contig3201,71041,74040,71540,795,0.0034,0.0031,0.0034,0.0129
Contig3201,71071,74070,71545,786,0.0035,0.0031,0.0034,0.0129
Contig3201,71101,74100,71545,786,0.0035,0.0031,0.0034,0.0129
Contig3201,71131,74130,71559,762,0.0036,0.0032,0.0035,0.013
Contig3201,71161,74160,71574,735,0.0036,0.0032,0.0035,0.0131
Contig3201,71191,74190,71590,706,0.0036,0.0033,0.0036,0.0133
Contig3201,71221,74220,71607,677,0.0038,0.0034,0.0037,0.0134
Contig3201,71251,74250,71620,654,0.0039,0.0034,0.0038,0.0135
Contig3201,71281,74280,71644,627,0.0035,0.003,0.0034,0.0167
Contig3201,71311,74310,71662,597,0.0032,0.0028,0.0032,0.0185
Contig3201,71341,74340,71680,567,0.0034,0.003,0.0033,0.0187
Contig3201,71371,74370,71698,537,0.0031,0.0031,0.0032,0.0155
Contig3201,71401,74400,71764,523,0.0032,0.0031,0.0033,0.0157
Contig3201,71431,74430,71789,495,0.0026,0.0031,0.0029,0.0088
Contig3201,71461,74460,71799,481,0.0027,0.0032,0.003,0.0088
Contig3201,71491,74490,71818,455,0.0029,0.0033,0.0032,0.0088
Contig3201,71521,74520,71837,429,0.003,0.0035,0.0034,0.0088
Contig3201,71551,74550,71856,403,0.0032,0.0038,0.0036,0.0088
Contig3201,71581,74580,71878,374,0.0032,0.0038,0.0036,0.0086
Contig3201,71611,74610,71903,344,0.002,0.0027,0.0024,0.0163
Contig3201,71641,74640,71928,316,0.0022,0.0029,0.0027,0.0163
Contig3201,71671,74670,71954,288,0.0024,0.0031,0.0028,0.0167
Contig3201,71701,74700,71976,266,0.0026,0.0033,0.0031,0.0167
Contig3201,71731,74730,72130,247,0.0028,0.0036,0.0033,0.0165
Contig3201,71761,74760,72426,241,0.0024,0.0035,0.003,0.0138
Contig3201,71791,74790,72507,235,0.0024,0.0033,0.003,0.0142
Contig3201,71821,74820,72594,209,0.0018,0.0037,0.0029,0.0117
Contig3201,71851,74850,72701,183,0.002,0.0033,0.0028,0.0087
Contig3201,71881,74880,72828,159,0.0023,0.0038,0.0032,0.0087
Contig3201,71911,74910,72977,137,0.0027,0.0044,0.0036,0.0089
Contig3201,71941,74940,73272,107,0.0031,0.0029,0.003,0.0035
Contig3201,71971,74970,73717,80,0.0021,0.0006,0.0014,0.0069
Contig3201,72001,75000,74550,54,0.0032,0.0009,0.0021,0.0069
Contig3201,72031,75030,74655,53,0.0032,0.0009,0.0021,0.0069
Contig3201,72061,75060,74716,63,0.0027,0.0008,0.0018,0.0069
Contig3201,72091,75090,74774,75,0.0091,0.0074,0.0082,-0.0031
Contig3201,72121,75120,74774,75,0.0091,0.0074,0.0082,-0.0031
Contig3201,72151,75150,74831,89,0.0076,0.0062,0.0069,-0.0031
Contig3201,72181,75180,74831,89,0.0076,0.0062,0.0069,-0.0031
Contig3201,72211,75210,74831,89,0.0076,0.0062,0.0069,-0.0031
Contig3201,72241,75240,74831,89,0.0076,0.0062,0.0069,-0.0031
Contig3201,72271,75270,74831,89,0.0076,0.0062,0.0069,-0.0031
Contig3201,72301,75300,74878,99,0.0069,0.0056,0.0062,-0.0031
Contig3201,72331,75330,74969,125,0.0054,0.005,0.0052,-0.0023
Contig3201,72361,75360,75042,155,0.0044,0.005,0.0047,-0.0005
Contig3201,72391,75390,75085,178,0.004,0.0045,0.0043,-0.0006
Contig3201,72421,75420,75122,201,0.0036,0.004,0.0038,-0.0006
Contig3201,72451,75450,75161,230,0.0033,0.0042,0.0038,0.0014
Contig3201,72481,75480,75168,235,0.0032,0.0041,0.0037,0.0014
Contig3201,72511,75510,75168,235,0.0032,0.0041,0.0037,0.0014
Contig3201,72541,75540,75168,235,0.0032,0.0041,0.0037,0.0014
Contig3201,72571,75570,75168,235,0.0032,0.0041,0.0037,0.0014
Contig3201,72601,75600,75168,235,0.0032,0.0041,0.0037,0.0014
Contig3201,72631,75630,75192,248,0.003,0.0039,0.0035,0.0014
Contig3201,72661,75660,75241,278,0.003,0.0035,0.0032,0.0016
Contig3201,72691,75690,75282,307,0.0027,0.0032,0.0029,0.0016
Contig3201,72721,75720,75319,337,0.0025,0.0029,0.0027,0.0016
Contig3201,72751,75750,75353,367,0.0037,0.0032,0.0038,0.039
Contig3201,72781,75780,75385,397,0.0034,0.0036,0.0038,0.0374
Contig3201,72811,75810,75402,415,0.0033,0.0034,0.0037,0.0372
Contig3201,72841,75840,75402,415,0.0033,0.0034,0.0037,0.0372
Contig3201,72871,75870,75402,415,0.0033,0.0034,0.0037,0.0372
Contig3201,72901,75900,75427,437,0.0031,0.0033,0.0035,0.0372
Contig3201,72931,75930,75458,467,0.0031,0.0035,0.0036,0.0348
Contig3201,72961,75960,75487,497,0.0031,0.0034,0.0035,0.034
Contig3201,72991,75990,75505,516,0.003,0.0032,0.0034,0.0338
Contig3201,73021,76020,75533,546,0.003,0.0031,0.0033,0.033
Contig3201,73051,76050,75554,570,0.0029,0.003,0.0032,0.033
Contig3201,73081,76080,75572,591,0.0028,0.0029,0.0031,0.033
Contig3201,73111,76110,75577,597,0.0027,0.0028,0.003,0.033
Contig3201,73141,76140,75585,605,0.0027,0.0028,0.003,0.033
Contig3201,73171,76170,75600,622,0.0026,0.0027,0.0029,0.033
Contig3201,73201,76200,75623,647,0.0025,0.0026,0.0028,0.033
Contig3201,73231,76230,75647,674,0.0024,0.0025,0.0027,0.033
Contig3201,73261,76260,75670,701,0.0024,0.0025,0.0027,0.0321
Contig3201,73291,76290,75690,725,0.0023,0.0024,0.0026,0.0321
Contig3201,73321,76320,75712,752,0.0028,0.0029,0.0033,0.0569
Contig3201,73351,76350,75735,781,0.0027,0.0028,0.0032,0.0567
Contig3201,73381,76380,75758,810,0.0027,0.0029,0.0032,0.0539
Contig3201,73411,76410,75780,840,0.0026,0.0031,0.0033,0.0507
Contig3201,73441,76440,75803,870,0.0026,0.0031,0.0033,0.0483
Contig3201,73471,76470,75824,900,0.0026,0.0032,0.0033,0.0467
Contig3201,73501,76500,75846,930,0.0025,0.0031,0.0032,0.0462
Contig3201,73531,76530,75867,960,0.0025,0.003,0.0031,0.0461
Contig3201,73561,76560,75887,990,0.0024,0.003,0.0031,0.0455
Contig3201,73591,76590,75907,1020,0.0025,0.0031,0.0031,0.043
Contig3201,73621,76620,75927,1050,0.0025,0.0032,0.0032,0.041
Contig3201,73651,76650,75946,1079,0.0024,0.0033,0.0032,0.0399
Contig3201,73681,76680,75965,1107,0.0024,0.0033,0.0032,0.0389
Contig3201,73711,76710,75983,1135,0.0027,0.0033,0.0034,0.0421
Contig3201,73741,76740,76002,1165,0.0027,0.0033,0.0034,0.0415
Contig3201,73771,76770,76019,1193,0.0027,0.0033,0.0034,0.0416
Contig3201,73801,76800,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,73831,76830,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,73861,76860,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,73891,76890,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,73921,76920,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,73951,76950,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,73981,76980,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,74011,77010,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,74041,77040,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,74071,77070,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,74101,77100,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,74131,77130,76020,1194,0.0027,0.0033,0.0034,0.0416
Contig3201,74161,77160,76038,1213,0.0027,0.0032,0.0033,0.0415
Contig3201,74191,77190,76065,1243,0.0036,0.0037,0.004,0.0378
Contig3201,74221,77220,76092,1273,0.0041,0.0037,0.0043,0.0399
Contig3201,74251,77250,76118,1302,0.0044,0.004,0.0046,0.0391
Contig3201,74281,77280,76144,1327,0.0044,0.0039,0.0046,0.0389
Contig3201,74311,77310,76165,1352,0.0043,0.0039,0.0045,0.0388
Contig3201,74341,77340,76189,1381,0.0042,0.0038,0.0044,0.0386
Contig3201,74371,77370,76205,1399,0.0042,0.0038,0.0044,0.0385
Contig3201,74401,77400,76240,1416,0.0042,0.0037,0.0043,0.0384
Contig3201,74431,77430,76266,1445,0.0041,0.0037,0.0043,0.0382
Contig3201,74461,77460,76289,1474,0.0044,0.0038,0.0045,0.0404
Contig3201,74491,77490,76312,1504,0.0043,0.0038,0.0044,0.0402
Contig3201,74521,77520,76323,1518,0.0043,0.0037,0.0044,0.0401
Contig3201,74551,77550,76338,1537,0.0048,0.004,0.0049,0.0391
Contig3201,74581,77580,76362,1567,0.0051,0.0041,0.0051,0.0408
Contig3201,74611,77610,76382,1593,0.005,0.004,0.005,0.0406
Contig3201,74641,77640,76399,1615,0.0051,0.004,0.005,0.0407
Contig3201,74671,77670,76422,1645,0.0052,0.0039,0.005,0.0406
Contig3201,74701,77700,76442,1671,0.0053,0.0039,0.005,0.0405
Contig3201,74731,77730,76462,1672,0.0052,0.0039,0.005,0.0406
Contig3201,74761,77760,76504,1673,0.0053,0.004,0.0051,0.0406
Contig3201,74791,77790,76532,1698,0.0055,0.0039,0.0052,0.0407
Contig3201,74821,77820,76553,1727,0.0054,0.0039,0.0051,0.0406
Contig3201,74851,77850,76574,1756,0.0053,0.0039,0.005,0.0404
Contig3201,74881,77880,76595,1785,0.0053,0.0039,0.005,0.0396
Contig3201,74911,77910,76608,1803,0.0052,0.0038,0.005,0.0396
Contig3201,74941,77940,76630,1833,0.0053,0.0038,0.005,0.0398
Contig3201,74971,77970,76650,1862,0.0053,0.0039,0.0051,0.0385
Contig3201,75001,78000,76672,1892,0.0052,0.0038,0.005,0.0385
Contig3201,75031,78030,76693,1921,0.0052,0.0038,0.0049,0.0384
Contig3201,75061,78060,76723,1941,0.0051,0.0039,0.0049,0.0379
Contig3201,75091,78090,76745,1946,0.0049,0.0036,0.0047,0.0406
Contig3201,75121,78120,76765,1975,0.0049,0.0036,0.0047,0.0402
Contig3201,75151,78150,76791,1983,0.0048,0.0036,0.0047,0.0402
Contig3201,75181,78180,76797,1991,0.0048,0.0036,0.0046,0.0402
Contig3201,75211,78210,76816,2019,0.005,0.0037,0.0048,0.0433
Contig3201,75241,78240,76820,2024,0.005,0.0037,0.0048,0.0433
Contig3201,75271,78270,76825,2031,0.005,0.0037,0.0048,0.0433
Contig3201,75301,78300,76854,2051,0.005,0.0038,0.0049,0.0424
Contig3201,75331,78330,76894,2054,0.005,0.0038,0.0049,0.0423
Contig3201,75361,78360,76935,2050,0.005,0.0037,0.0048,0.0427
Contig3201,75391,78390,76960,2038,0.005,0.0037,0.0048,0.0429
Contig3201,75421,78420,76978,2015,0.0051,0.0038,0.0049,0.0429
Contig3201,75451,78450,77000,1986,0.0051,0.0037,0.0049,0.0433
Contig3201,75481,78480,77004,1981,0.0051,0.0037,0.0049,0.0433
Contig3201,75511,78510,77017,1998,0.0051,0.0037,0.0049,0.0433
Contig3201,75541,78540,77036,2023,0.005,0.0037,0.0049,0.0429
Contig3201,75571,78570,77053,2047,0.005,0.0037,0.0048,0.0428
Contig3201,75601,78600,77075,2076,0.0052,0.0039,0.005,0.0421
Contig3201,75631,78630,77097,2081,0.0052,0.0039,0.005,0.0418
Contig3201,75661,78660,77118,2051,0.0052,0.004,0.0051,0.0419
Contig3201,75691,78690,77139,2022,0.0053,0.004,0.0052,0.0419
Contig3201,75721,78720,77166,1999,0.0053,0.0041,0.0052,0.042
Contig3201,75751,78750,77211,1999,0.0051,0.004,0.005,0.0379
Contig3201,75781,78780,77256,1999,0.0051,0.0039,0.0049,0.0381
Contig3201,75811,78810,77282,1997,0.0051,0.0039,0.005,0.038
Contig3201,75841,78840,77302,2024,0.0051,0.0039,0.0049,0.0375
Contig3201,75871,78870,77323,2051,0.0051,0.0039,0.0049,0.0371
Contig3201,75901,78900,77356,2052,0.0053,0.0041,0.0052,0.0348
Contig3201,75931,78930,77399,2051,0.0053,0.004,0.0051,0.0352
Contig3201,75961,78960,77438,2045,0.0053,0.004,0.0051,0.0354
Contig3201,75991,78990,77453,2027,0.0053,0.0041,0.0051,0.0354
Contig3201,76021,79020,77489,2016,0.0056,0.0043,0.0054,0.0335
Contig3201,76051,79050,77509,1995,0.0056,0.0044,0.0054,0.0335
Contig3201,76081,79080,77543,1999,0.0056,0.0044,0.0054,0.0335
Contig3201,76111,79110,77565,2016,0.0056,0.0044,0.0054,0.0333
Contig3201,76141,79140,77588,2030,0.0056,0.0043,0.0054,0.0337
Contig3201,76171,79170,77621,2040,0.0058,0.0045,0.0056,0.0339
Contig3201,76201,79200,77644,2022,0.0059,0.0045,0.0056,0.0339
Contig3201,76231,79230,77663,1995,0.006,0.0046,0.0057,0.0339
Contig3201,76261,79260,77683,1968,0.006,0.0046,0.0058,0.034
Contig3201,76291,79290,77714,1962,0.0061,0.0046,0.0058,0.034
Contig3201,76321,79320,77754,1960,0.006,0.0045,0.0056,0.0277
Contig3201,76351,79350,77799,1961,0.0061,0.0045,0.0057,0.0281
Contig3201,76381,79380,77843,1960,0.0061,0.0044,0.0056,0.0283
Contig3201,76411,79410,77887,1958,0.0061,0.0043,0.0056,0.0285
Contig3201,76441,79440,77929,1953,0.0061,0.0043,0.0056,0.0288
Contig3201,76471,79470,77959,1931,0.0062,0.0043,0.0056,0.0289
Contig3201,76501,79500,78005,1931,0.0065,0.0045,0.0059,0.0295
Contig3201,76531,79530,78047,1925,0.0065,0.0045,0.0059,0.0295
Contig3201,76561,79560,78091,1921,0.0066,0.0046,0.006,0.029
Contig3201,76591,79590,78133,1915,0.0072,0.0051,0.0065,0.0261
Contig3201,76621,79620,78162,1890,0.0072,0.005,0.0065,0.0265
Contig3201,76651,79650,78189,1866,0.0073,0.005,0.0066,0.0263
Contig3201,76681,79680,78235,1867,0.008,0.0056,0.0072,0.0239
Contig3201,76711,79710,78260,1841,0.0078,0.0055,0.007,0.0228
Contig3201,76741,79740,78308,1840,0.0079,0.0055,0.0071,0.0234
Contig3201,76771,79770,78355,1842,0.0079,0.0055,0.0071,0.0235
Contig3201,76801,79800,78379,1871,0.0078,0.0055,0.007,0.0231
Contig3201,76831,79830,78400,1899,0.0078,0.0055,0.007,0.0226
Contig3201,76861,79860,78423,1929,0.0076,0.0053,0.0068,0.0229
Contig3201,76891,79890,78445,1959,0.0076,0.0054,0.0068,0.0229
Contig3201,76921,79920,78467,1989,0.0075,0.0052,0.0067,0.0228
Contig3201,76951,79950,78487,2017,0.0075,0.0053,0.0067,0.0222
Contig3201,76981,79980,78509,2047,0.0073,0.0052,0.0066,0.0227
Contig3201,77011,80010,78531,2077,0.0072,0.0051,0.0065,0.0227
Contig3201,77041,80040,78549,2103,0.0071,0.0051,0.0064,0.0229
Contig3201,77071,80070,78570,2133,0.0071,0.005,0.0064,0.0224
Contig3201,77101,80100,78591,2163,0.007,0.0049,0.0063,0.0225
Contig3201,77131,80130,78612,2193,0.0069,0.0048,0.0062,0.0226
Contig3201,77161,80160,78641,2198,0.0069,0.0049,0.0062,0.0223
Contig3201,77191,80190,78669,2178,0.007,0.0052,0.0064,0.0198
Contig3201,77221,80220,78689,2148,0.0068,0.0052,0.0062,0.0188
Contig3201,77251,80250,78713,2125,0.0064,0.0048,0.0059,0.0185
Contig3201,77281,80280,78742,2112,0.0066,0.005,0.0061,0.0182
Contig3201,77311,80310,78779,2114,0.0067,0.0051,0.0062,0.0175
Contig3201,77341,80340,78820,2114,0.0067,0.0051,0.0062,0.0178
Contig3201,77371,80370,78854,2126,0.0067,0.0052,0.0062,0.0178
Contig3201,77401,80400,78894,2129,0.0069,0.0054,0.0064,0.0175
Contig3201,77431,80430,78937,2129,0.0068,0.0053,0.0063,0.0178
Contig3201,77461,80460,78971,2120,0.0067,0.0054,0.0063,0.0157
Contig3201,77491,80490,79014,2120,0.0067,0.0054,0.0063,0.0158
Contig3201,77521,80520,79041,2130,0.0067,0.0054,0.0063,0.0158
Contig3201,77551,80550,79058,2117,0.0061,0.005,0.0058,0.0153
Contig3201,77581,80580,79101,2117,0.0061,0.0051,0.0058,0.0138
Contig3201,77611,80610,79140,2121,0.0062,0.0052,0.0058,0.0131
Contig3201,77641,80640,79176,2127,0.006,0.0051,0.0057,0.0135
Contig3201,77671,80670,79210,2116,0.0061,0.0053,0.0059,0.0124
Contig3201,77701,80700,79250,2120,0.0063,0.0058,0.0062,0.0111
Contig3201,77731,80730,79279,2138,0.0064,0.0057,0.0062,0.0112
Contig3201,77761,80760,79313,2139,0.0062,0.0057,0.0061,0.0109
Contig3201,77791,80790,79356,2139,0.006,0.0056,0.006,0.0112
Contig3201,77821,80820,79397,2140,0.006,0.0056,0.006,0.0111
Contig3201,77851,80850,79436,2138,0.006,0.0056,0.006,0.0113
Contig3201,77881,80880,79476,2136,0.0061,0.0055,0.006,0.0115
Contig3201,77911,80910,79509,2148,0.0061,0.0056,0.006,0.0114
Contig3201,77941,80940,79550,2147,0.0062,0.0058,0.0062,0.0105
Contig3201,77971,80970,79587,2141,0.0062,0.0057,0.0061,0.0104
Contig3201,78001,81000,79626,2136,0.0062,0.0057,0.0061,0.0102
Contig3201,78031,81030,79665,2132,0.0063,0.0058,0.0062,0.0101
Contig3201,78061,81060,79699,2119,0.0065,0.0059,0.0063,0.0098
Contig3201,78091,81090,79725,2122,0.0062,0.0057,0.0061,0.0103
Contig3201,78121,81120,79761,2114,0.0062,0.0057,0.0061,0.0103
Contig3201,78151,81150,79794,2117,0.0064,0.0059,0.0063,0.01
Contig3201,78181,81180,79817,2135,0.0063,0.0058,0.0062,0.0099
Contig3201,78211,81210,79858,2137,0.0061,0.0057,0.006,0.0065
Contig3201,78241,81240,79881,2162,0.0061,0.0058,0.0061,0.0067
Contig3201,78271,81270,79903,2183,0.0061,0.0059,0.0061,0.0077
Contig3201,78301,81300,79945,2183,0.0062,0.0059,0.0062,0.0076
Contig3201,78331,81330,79985,2184,0.0061,0.0057,0.006,0.0077
Contig3201,78361,81360,80023,2188,0.0062,0.0059,0.0062,0.0074
Contig3201,78391,81390,80050,2207,0.0061,0.0057,0.006,0.0078
Contig3201,78421,81420,80068,2237,0.0061,0.0058,0.0061,0.0075
Contig3201,78451,81450,80086,2267,0.0059,0.0056,0.0059,0.0079
Contig3201,78481,81480,80104,2297,0.0058,0.0055,0.0058,0.0076
Contig3201,78511,81510,80134,2310,0.006,0.0057,0.006,0.0076
Contig3201,78541,81540,80166,2310,0.0059,0.0056,0.0058,0.0078
Contig3201,78571,81570,80201,2315,0.0059,0.0055,0.0058,0.0077
Contig3201,78601,81600,80239,2316,0.0058,0.0056,0.0058,0.0068
Contig3201,78631,81630,80269,2328,0.0057,0.0054,0.0056,0.0068
Contig3201,78661,81660,80285,2355,0.006,0.0055,0.0058,0.0081
Contig3201,78691,81690,80300,2381,0.0058,0.0054,0.0057,0.0087
Contig3201,78721,81720,80322,2404,0.0059,0.0055,0.0058,0.0082
Contig3201,78751,81750,80358,2402,0.0057,0.0054,0.0057,0.0083
Contig3201,78781,81780,80391,2393,0.0056,0.0054,0.0056,0.0085
Contig3201,78811,81810,80418,2406,0.0057,0.0053,0.0056,0.0087
Contig3201,78841,81840,80451,2405,0.0058,0.0055,0.0058,0.0082
Contig3201,78871,81870,80483,2401,0.0057,0.0054,0.0057,0.0086
Contig3201,78901,81900,80515,2407,0.0054,0.0052,0.0055,0.0091
Contig3201,78931,81930,80551,2407,0.0057,0.0055,0.0057,0.0086
Contig3201,78961,81960,80572,2391,0.0059,0.0056,0.0059,0.0084
Contig3201,78991,81990,80573,2391,0.0057,0.0055,0.0057,0.0087
Contig3201,79021,82020,80586,2372,0.0057,0.0054,0.0057,0.0091
Contig3201,79051,82050,80605,2397,0.0056,0.0053,0.0056,0.0092
Contig3201,79081,82080,80639,2402,0.0057,0.0053,0.0056,0.009
Contig3201,79111,82110,80671,2407,0.0057,0.0054,0.0056,0.0091
Contig3201,79141,82140,80701,2413,0.0058,0.0058,0.006,0.0085
Contig3201,79171,82170,80735,2413,0.0057,0.0057,0.0058,0.0077
Contig3201,79201,82200,80751,2425,0.0056,0.0057,0.0058,0.0077
Contig3201,79231,82230,80768,2454,0.0056,0.0056,0.0057,0.008
Contig3201,79261,82260,80786,2484,0.0057,0.0057,0.0058,0.0075
Contig3201,79291,82290,80811,2490,0.0055,0.0056,0.0056,0.0076
Contig3201,79321,82320,80844,2495,0.0054,0.0056,0.0056,0.0079
Contig3201,79351,82350,80880,2495,0.0054,0.0056,0.0056,0.0076
Contig3201,79381,82380,80914,2495,0.0054,0.0057,0.0057,0.0074
Contig3201,79411,82410,80949,2497,0.0054,0.0056,0.0056,0.0073
Contig3201,79441,82440,80982,2502,0.0053,0.0055,0.0055,0.0074
Contig3201,79471,82470,80996,2509,0.0053,0.0054,0.0055,0.0077
Contig3201,79501,82500,81031,2508,0.0053,0.0054,0.0055,0.0069
Contig3201,79531,82530,81063,2514,0.0052,0.0053,0.0053,0.0068
Contig3201,79561,82560,81096,2517,0.0052,0.0053,0.0054,0.0066
Contig3201,79591,82590,81119,2507,0.0048,0.0049,0.0049,0.0077
Contig3201,79621,82620,81139,2531,0.0049,0.0049,0.005,0.008
Contig3201,79651,82650,81142,2527,0.0048,0.0048,0.0049,0.008
Contig3201,79681,82680,81159,2498,0.0044,0.0045,0.0046,0.0089
Contig3201,79711,82710,81160,2496,0.0044,0.0045,0.0046,0.0088
Contig3201,79741,82740,81177,2467,0.0044,0.0045,0.0046,0.0083
Contig3201,79771,82770,81195,2437,0.0043,0.0045,0.0045,0.0084
Contig3201,79801,82800,81227,2429,0.0043,0.0045,0.0045,0.0084
Contig3201,79831,82830,81258,2424,0.0044,0.0046,0.0046,0.0085
Contig3201,79861,82860,81280,2400,0.0044,0.0046,0.0046,0.0083
Contig3201,79891,82890,81297,2370,0.0044,0.0046,0.0046,0.0085
Contig3201,79921,82920,81315,2340,0.0044,0.0047,0.0046,0.0085
Contig3201,79951,82950,81332,2312,0.0044,0.0046,0.0046,0.0085
Contig3201,79981,82980,81365,2304,0.0044,0.0046,0.0046,0.0085
Contig3201,80011,83010,81404,2304,0.005,0.0051,0.0052,0.0081
Contig3201,80041,83040,81440,2307,0.0049,0.0051,0.0051,0.008
Contig3201,80071,83070,81479,2307,0.0053,0.0055,0.0055,0.0081
Contig3201,80101,83100,81516,2303,0.0053,0.0056,0.0056,0.0084
Contig3201,80131,83130,81548,2293,0.0053,0.0056,0.0056,0.0085
Contig3201,80161,83160,81578,2291,0.0054,0.0057,0.0057,0.0083
Contig3201,80191,83190,81605,2311,0.0048,0.0053,0.0052,0.0097
Contig3201,80221,83220,81625,2341,0.0052,0.0055,0.0055,0.0089
Contig3201,80251,83250,81647,2362,0.0051,0.0055,0.0055,0.0089
Contig3201,80281,83280,81676,2378,0.0052,0.0057,0.0056,0.0104
Contig3201,80311,83310,81707,2374,0.005,0.0055,0.0054,0.011
Contig3201,80341,83340,81744,2375,0.005,0.0055,0.0054,0.0109
Contig3201,80371,83370,81782,2375,0.0051,0.0057,0.0056,0.0119
Contig3201,80401,83400,81820,2374,0.0051,0.0058,0.0056,0.0118
Contig3201,80431,83430,81853,2367,0.0051,0.0057,0.0056,0.0118
Contig3201,80461,83460,81885,2377,0.0051,0.0057,0.0055,0.0117
Contig3201,80491,83490,81921,2374,0.0051,0.0057,0.0055,0.0117
Contig3201,80521,83520,81954,2379,0.0051,0.006,0.0057,0.0124
Contig3201,80551,83550,81969,2390,0.0051,0.0059,0.0057,0.0124
Contig3201,80581,83580,82007,2390,0.005,0.0059,0.0056,0.0123
Contig3201,80611,83610,82044,2389,0.005,0.0059,0.0056,0.0123
Contig3201,80641,83640,82078,2387,0.005,0.0059,0.0056,0.0123
Contig3201,80671,83670,82106,2394,0.0048,0.0056,0.0054,0.013
Contig3201,80701,83700,82130,2373,0.0046,0.0054,0.0052,0.0137
Contig3201,80731,83730,82148,2343,0.0046,0.0054,0.0052,0.0135
Contig3201,80761,83760,82163,2318,0.0046,0.0055,0.0052,0.0135
Contig3201,80791,83790,82181,2288,0.0045,0.0054,0.0052,0.0133
Contig3201,80821,83820,82200,2258,0.0046,0.0055,0.0052,0.0133
Contig3201,80851,83850,82216,2231,0.0046,0.0056,0.0053,0.0134
Contig3201,80881,83880,82233,2204,0.0047,0.0056,0.0053,0.0134
Contig3201,80911,83910,82251,2174,0.0047,0.0057,0.0054,0.0135
Contig3201,80941,83940,82269,2145,0.0046,0.0056,0.0053,0.0138
Contig3201,80971,83970,82283,2122,0.0044,0.0055,0.0052,0.0146
Contig3201,81001,84000,82299,2097,0.0045,0.0055,0.0052,0.0146
Contig3201,81031,84030,82315,2071,0.0045,0.0055,0.0052,0.0147
Contig3201,81061,84060,82325,2054,0.0045,0.0056,0.0052,0.0147
Contig3201,81091,84090,82338,2034,0.0046,0.0056,0.0053,0.0147
Contig3201,81121,84120,82351,2013,0.0046,0.0057,0.0054,0.0147
Contig3201,81151,84150,82366,1988,0.0047,0.0057,0.0054,0.0148
Contig3201,81181,84180,82382,1962,0.0047,0.0058,0.0054,0.0148
Contig3201,81211,84210,82400,1932,0.0048,0.0058,0.0055,0.0149
Contig3201,81241,84240,82419,1902,0.0048,0.0058,0.0055,0.015
