contig,LG,av,inv_status
Contig63893,2,45.449,collinear
Contig64705,2,45.449,collinear
Contig65035,2,45.449,collinear
Contig67955,2,45.449,collinear
Contig69525,2,45.449,collinear
Contig69604,2,45.449,collinear
Contig74505,2,45.449,collinear
Contig773,2,45.449,collinear
Contig8145,2,45.449,collinear
Contig82233,2,45.449,collinear
Contig867,2,45.449,collinear
Contig86818,2,45.449,collinear
Contig89974,2,45.449,collinear
Contig914,2,45.449,collinear
Contig92837,2,45.449,collinear
Contig565,2,45.6176,collinear
Contig107639,2,45.73,collinear
Contig10878,2,45.73,collinear
Contig116418,2,45.73,collinear
Contig116731,2,45.73,collinear
Contig171540,2,45.73,collinear
Contig188931,2,45.73,collinear
Contig1890,2,45.73,collinear
Contig2008,2,45.73,collinear
Contig224452,2,45.73,collinear
Contig2455,2,45.73,collinear
Contig268919,2,45.73,collinear
Contig41394,2,45.73,collinear
Contig42540,2,45.73,collinear
Contig45755,2,45.73,collinear
Contig47708,2,45.73,collinear
Contig5657,2,45.73,collinear
Contig58679,2,45.73,collinear
Contig59805,2,45.73,collinear
Contig65188,2,45.73,collinear
Contig69740,2,45.73,collinear
Contig73013,2,45.73,collinear
Contig74482,2,45.73,collinear
Contig77770,2,45.73,collinear
Contig77772,2,45.73,collinear
Contig81965,2,45.73,collinear
Contig83115,2,45.73,collinear
Contig85729,2,45.73,collinear
Contig861,2,45.73,collinear
Contig143909,2,45.8705,collinear
Contig50988,2,45.9548,collinear
Contig39199,2,46.011,collinear
Contig45763,2,46.011,collinear
Contig70491,2,46.011,collinear
Contig90031,2,46.011,collinear
Contig2479,2,46.151875,collinear
Contig67664,2,46.19866667,collinear
Contig1544,2,46.2925,collinear
Contig206,2,46.2925,collinear
Contig317332,2,46.2925,collinear
Contig43515,2,46.2925,collinear
Contig43516,2,46.2925,collinear
Contig45930,2,46.2925,collinear
Contig476,2,46.2925,collinear
Contig4804,2,46.2925,collinear
Contig52075,2,46.2925,collinear
Contig68991,2,46.2925,collinear
Contig7119,2,46.2925,collinear
Contig71207,2,46.2925,collinear
Contig86757,2,46.2925,collinear
Contig92640,2,46.2925,collinear
Contig97965,2,46.2925,collinear
Contig131105,2,46.856,collinear
Contig40113,2,46.856,collinear
Contig41304,2,46.856,collinear
Contig124223,2,47.138,collinear
Contig336417,2,47.42,collinear
Contig38851,2,47.42,collinear
Contig41754,2,47.42,collinear
Contig45821,2,47.42,collinear
Contig50950,2,47.42,collinear
Contig3139,2,47.7015,collinear
Contig5037,2,47.7015,collinear
Contig5415,2,47.7015,collinear
Contig100715,2,48.8225,collinear
Contig10118,2,48.8225,collinear
Contig101657,2,48.8225,collinear
Contig102376,2,48.8225,collinear
Contig106381,2,48.8225,collinear
Contig142,2,48.8225,collinear
Contig159973,2,48.8225,collinear
Contig199055,2,48.8225,collinear
Contig2121,2,48.8225,collinear
Contig2505,2,48.8225,collinear
Contig2956,2,48.8225,collinear
Contig3146,2,48.8225,collinear
Contig38650,2,48.8225,collinear
Contig3881,2,48.8225,collinear
Contig40099,2,48.8225,collinear
Contig40321,2,48.8225,collinear
Contig40890,2,48.8225,collinear
Contig44218,2,48.8225,collinear
Contig45990,2,48.8225,collinear
Contig45991,2,48.8225,collinear
Contig46228,2,48.8225,collinear
Contig47588,2,48.8225,collinear
Contig47989,2,48.8225,collinear
Contig48319,2,48.8225,collinear
Contig51014,2,48.8225,collinear
Contig51875,2,48.8225,collinear
Contig53990,2,48.8225,collinear
Contig56875,2,48.8225,collinear
Contig57892,2,48.8225,collinear
Contig58619,2,48.8225,collinear
Contig621,2,48.8225,collinear
Contig63966,2,48.8225,collinear
Contig6509,2,48.8225,collinear
Contig6586,2,48.8225,collinear
Contig67163,2,48.8225,collinear
Contig70688,2,48.8225,collinear
Contig70706,2,48.8225,collinear
Contig71066,2,48.8225,collinear
Contig71545,2,48.8225,collinear
Contig77108,2,48.8225,collinear
Contig77891,2,48.8225,collinear
Contig84759,2,48.8225,collinear
Contig9614,2,48.8225,collinear
Contig9777,2,48.8225,collinear
Contig97777,2,48.8225,collinear
Contig52995,2,48.91633333,collinear
Contig108223,2,49.104,collinear
Contig2285,2,49.104,collinear
Contig33778,2,49.104,collinear
Contig3584,2,49.104,collinear
Contig38362,2,49.104,collinear
Contig46395,2,49.104,collinear
Contig46396,2,49.104,collinear
Contig46700,2,49.104,collinear
Contig48567,2,49.104,collinear
Contig48568,2,49.104,collinear
Contig5234,2,49.104,collinear
Contig5413,2,49.104,collinear
Contig61103,2,49.104,collinear
Contig70267,2,49.104,collinear
Contig73638,2,49.104,collinear
Contig81325,2,49.104,collinear
Contig72708,2,49.4175,collinear
Contig58861,2,49.48725,collinear
Contig60131,2,49.557,collinear
Contig111963,2,50.0105,collinear
Contig219484,2,50.0105,collinear
Contig42365,2,50.0105,collinear
Contig42754,2,50.0105,collinear
Contig73971,2,50.0105,collinear
Contig8620,2,50.0105,collinear
Contig43102,2,50.324,collinear
Contig46803,2,50.324,collinear
Contig198775,2,51.859,collinear
Contig361172,2,51.859,collinear
Contig41931,2,51.859,collinear
Contig90379,2,51.859,collinear
Contig318057,2,52.173,collinear
Contig11256,2,52.486,collinear
Contig11342,2,52.486,collinear
Contig134100,2,52.486,collinear
Contig138508,2,52.486,collinear
Contig184041,2,52.486,collinear
Contig23047,2,52.486,collinear
Contig265764,2,52.486,collinear
Contig26661,2,52.486,collinear
Contig3496,2,52.486,collinear
Contig40180,2,52.486,collinear
Contig4098,2,52.486,collinear
Contig41688,2,52.486,collinear
Contig41745,2,52.486,collinear
Contig43188,2,52.486,collinear
Contig51193,2,52.486,collinear
Contig55783,2,52.486,collinear
Contig64505,2,52.486,collinear
Contig69087,2,52.486,collinear
Contig69139,2,52.486,collinear
Contig74088,2,52.486,collinear
Contig81895,2,52.486,collinear
Contig82070,2,52.486,collinear
Contig86738,2,52.486,collinear
Contig87167,2,52.486,collinear
Contig95924,2,52.486,collinear
Contig43484,2,52.768,collinear
Contig2991,2,53.048,collinear
Contig3625,2,53.048,collinear
Contig7225,2,53.048,collinear
Contig64263,2,53.471,collinear
Contig119,2,53.894,collinear
Contig164392,2,53.894,collinear
Contig44740,2,53.894,collinear
Contig46850,2,53.894,collinear
Contig62399,2,53.894,collinear
Contig67878,2,53.894,collinear
Contig173480,2,53.962,collinear
Contig10760,2,54.1735,collinear
Contig108036,2,54.1735,collinear
Contig108916,2,54.1735,collinear
Contig110833,2,54.1735,collinear
Contig111668,2,54.1735,collinear
Contig152250,2,54.1735,collinear
Contig25388,2,54.1735,collinear
Contig325656,2,54.1735,collinear
Contig39547,2,54.1735,collinear
Contig40354,2,54.1735,collinear
Contig40355,2,54.1735,collinear
Contig40467,2,54.1735,collinear
Contig42449,2,54.1735,collinear
Contig44328,2,54.1735,collinear
Contig44797,2,54.1735,collinear
Contig47846,2,54.1735,collinear
Contig48092,2,54.1735,collinear
Contig49133,2,54.1735,collinear
Contig50862,2,54.1735,collinear
Contig52150,2,54.1735,collinear
Contig52441,2,54.1735,collinear
Contig56995,2,54.1735,collinear
Contig59803,2,54.1735,collinear
Contig63306,2,54.1735,collinear
Contig63418,2,54.1735,collinear
Contig7108,2,54.1735,collinear
Contig7311,2,54.1735,collinear
Contig8408,2,54.1735,collinear
Contig842,2,54.1735,collinear
Contig877,2,54.1735,collinear
Contig142931,2,54.31425,collinear
Contig125969,2,54.455,collinear
Contig152258,2,54.455,collinear
Contig1746,2,54.455,collinear
Contig195,2,54.455,collinear
Contig264666,2,54.455,collinear
Contig4095,2,54.455,collinear
Contig43158,2,54.455,collinear
Contig46332,2,54.455,collinear
Contig466,2,54.455,collinear
Contig60377,2,54.455,collinear
Contig69237,2,54.455,collinear
Contig69779,2,54.455,collinear
Contig88221,2,54.455,collinear
Contig93313,2,54.455,collinear
Contig40981,2,54.73575,collinear
Contig111404,2,55.298,collinear
Contig284664,2,55.298,collinear
Contig361147,2,55.298,collinear
Contig40132,2,55.298,collinear
Contig43607,2,55.298,collinear
Contig46597,2,55.298,collinear
Contig48997,2,55.298,collinear
Contig51060,2,55.298,collinear
Contig92899,2,55.298,collinear
Contig97184,2,55.298,collinear
Contig102527,2,56.205,collinear
Contig131692,2,56.205,collinear
Contig13299,2,56.205,collinear
Contig151807,2,56.205,collinear
Contig156607,2,56.205,collinear
Contig159309,2,56.205,collinear
Contig208735,2,56.205,collinear
Contig2872,2,56.205,collinear
Contig3369,2,56.205,collinear
Contig341746,2,56.205,collinear
Contig362605,2,56.205,collinear
Contig38891,2,56.205,collinear
Contig3961,2,56.205,collinear
Contig39776,2,56.205,collinear
Contig46598,2,56.205,collinear
Contig5253,2,56.205,collinear
Contig52561,2,56.205,collinear
Contig5465,2,56.205,collinear
Contig57093,2,56.205,collinear
Contig58466,2,56.205,collinear
Contig688,2,56.205,collinear
Contig74432,2,56.205,collinear
Contig883,2,56.205,collinear
Contig43541,2,56.8095,collinear
Contig81835,2,56.8095,collinear
Contig60934,2,57.97906748,collinear
Contig41018,2,58.3235,collinear
Contig4157,2,58.3235,collinear
Contig42161,2,58.3235,collinear
Contig48796,2,58.3235,collinear
Contig4979,2,58.3235,collinear
Contig53087,2,58.3235,collinear
Contig65203,2,58.3235,collinear
Contig6674,2,58.3235,collinear
Contig74056,2,58.3235,collinear
Contig8331,2,58.3235,collinear
Contig103974,2,58.6035,collinear
Contig104225,2,58.6035,collinear
Contig46765,2,58.6035,collinear
Contig50849,2,58.6035,collinear
Contig93085,2,58.6035,collinear
Contig96034,2,58.6035,collinear
Contig99549,2,58.6035,collinear
Contig85882,2,59.14033333,collinear
Contig104800,2,59.186,collinear
Contig13184,2,59.186,collinear
Contig2672,2,59.186,collinear
Contig283630,2,59.186,collinear
Contig31285,2,59.186,collinear
Contig324742,2,59.186,collinear
Contig383125,2,59.186,collinear
Contig39173,2,59.186,collinear
Contig39174,2,59.186,collinear
Contig40185,2,59.186,collinear
Contig40561,2,59.186,collinear
Contig4355,2,59.186,collinear
Contig54939,2,59.186,collinear
Contig56712,2,59.186,collinear
Contig56713,2,59.186,collinear
Contig6033,2,59.186,collinear
Contig88294,2,59.186,collinear
Contig106641,2,60.093,collinear
Contig110892,2,60.093,collinear
Contig120703,2,60.093,collinear
Contig124889,2,60.093,collinear
Contig134453,2,60.093,collinear
Contig13524,2,60.093,collinear
Contig2108,2,60.093,collinear
Contig216308,2,60.093,collinear
Contig2641,2,60.093,collinear
Contig3053,2,60.093,collinear
Contig365,2,60.093,collinear
Contig38967,2,60.093,collinear
Contig41489,2,60.093,collinear
Contig42224,2,60.093,collinear
Contig4366,2,60.093,collinear
Contig4453,2,60.093,collinear
Contig48725,2,60.093,collinear
Contig49111,2,60.093,collinear
Contig50322,2,60.093,collinear
Contig50921,2,60.093,collinear
Contig51269,2,60.093,collinear
Contig52980,2,60.093,collinear
Contig55762,2,60.093,collinear
Contig59052,2,60.093,collinear
Contig60946,2,60.093,collinear
Contig61756,2,60.093,collinear
Contig62845,2,60.093,collinear
Contig65013,2,60.093,collinear
Contig67034,2,60.093,collinear
Contig70082,2,60.093,collinear
Contig70129,2,60.093,collinear
Contig7263,2,60.093,collinear
Contig7920,2,60.093,collinear
Contig7928,2,60.093,collinear
Contig88695,2,60.093,collinear
Contig89488,2,60.093,collinear
Contig40263,2,60.9325,collinear
Contig373499,2,61.20625251,collinear
Contig52296,2,61.214,collinear
Contig52297,2,61.214,collinear
Contig5572,2,61.214,collinear
Contig10111,2,61.7765,collinear
Contig2714,2,61.7765,collinear
Contig44723,2,61.7765,collinear
Contig46996,2,61.7765,collinear
Contig49537,2,61.7765,collinear
Contig5886,2,61.7765,collinear
Contig723,2,61.7765,collinear
Contig73704,2,61.7765,collinear
Contig88434,2,61.7765,collinear
Contig125023,2,62.6165,collinear
Contig38040,2,62.6165,collinear
Contig45564,2,62.6165,collinear
Contig60287,2,62.6165,collinear
Contig68192,2,62.6165,collinear
Contig95686,2,62.6165,collinear
Contig9976,2,62.6165,collinear
Contig44576,2,62.89625,collinear
Contig42562,2,62.93621429,collinear
Contig116009,2,63.176,collinear
Contig123257,2,63.176,collinear
Contig168209,2,63.176,collinear
Contig177172,2,63.176,collinear
Contig2865,2,63.176,collinear
Contig40575,2,63.176,collinear
Contig52101,2,63.176,collinear
Contig52259,2,63.176,collinear
Contig7380,2,63.176,collinear
Contig807,2,63.176,collinear
Contig8720,2,63.176,collinear
Contig113169,2,63.36333333,collinear
Contig103217,2,63.457,collinear
Contig151333,2,63.457,collinear
Contig44391,2,63.457,collinear
Contig50967,2,63.457,collinear
Contig86293,2,63.457,collinear
Contig87774,2,63.457,collinear
Contig93014,2,63.457,collinear
Contig81747,2,64.0165,collinear
Contig95614,2,64.2035,collinear
Contig155178,2,64.297,collinear
Contig42514,2,64.297,collinear
Contig46939,2,64.297,collinear
Contig61391,2,64.297,collinear
Contig81746,2,64.297,collinear
Contig41271,2,64.43675,collinear
Contig115186,2,64.5765,collinear
Contig133207,2,64.5765,collinear
Contig137426,2,64.5765,collinear
Contig166094,2,64.5765,collinear
Contig233961,2,64.5765,collinear
Contig2547,2,64.5765,collinear
Contig336106,2,64.5765,collinear
Contig44176,2,64.5765,collinear
Contig44778,2,64.5765,collinear
Contig48133,2,64.5765,collinear
Contig4843,2,64.5765,collinear
Contig51590,2,64.5765,collinear
Contig55854,2,64.5765,collinear
Contig5611,2,64.5765,collinear
Contig69173,2,64.5765,collinear
Contig70341,2,64.5765,collinear
Contig74495,2,64.5765,collinear
Contig83587,2,64.5765,collinear
Contig38869,2,64.6465,collinear
Contig258016,2,64.8565,collinear
Contig52565,2,64.8565,collinear
Contig102624,2,66.6275,collinear
Contig103820,2,66.6275,collinear
Contig143778,2,66.6275,collinear
Contig48756,2,66.6275,collinear
Contig50124,2,66.6275,collinear
Contig5273,2,66.6275,collinear
Contig56797,2,66.6275,collinear
Contig64852,2,66.6275,collinear
Contig69296,2,66.6275,collinear
Contig78476,2,66.6275,collinear
Contig83216,2,66.6275,collinear
Contig16109,2,67.5205,collinear
Contig40864,2,67.5205,collinear
Contig43490,2,67.5205,collinear
Contig64432,2,67.5205,collinear
Contig86971,2,67.5205,collinear
Contig2822,2,69.26,collinear
Contig105885,2,69.558,collinear
Contig107706,2,69.558,collinear
Contig139340,2,69.558,collinear
Contig177,2,69.558,collinear
Contig180661,2,69.558,collinear
Contig187877,2,69.558,collinear
Contig209,2,69.558,collinear
Contig23222,2,69.558,collinear
Contig2705,2,69.558,collinear
Contig42156,2,69.558,collinear
Contig51104,2,69.558,collinear
Contig5751,2,69.558,collinear
Contig58170,2,69.558,collinear
Contig60086,2,69.558,collinear
Contig77266,2,69.558,collinear
Contig77386,2,69.558,collinear
Contig84745,2,69.558,collinear
Contig90175,2,69.558,collinear
Contig986,2,69.558,collinear
Contig40953,2,69.9045,collinear
Contig42456,2,69.9045,collinear
Contig48282,2,69.9045,collinear
Contig58566,2,69.9045,collinear
Contig66131,2,69.9045,collinear
Contig91896,2,69.9045,collinear
Contig40918,2,72.2915,collinear
Contig40920,2,72.2915,collinear
Contig53717,2,72.2915,collinear
Contig55036,2,72.2915,collinear
Contig56706,2,72.2915,collinear
Contig9810,2,72.2915,collinear
Contig44424,2,72.501875,collinear
Contig38994,2,72.572,collinear
Contig110041,2,73.4425,collinear
Contig58627,2,73.4425,collinear
Contig58753,2,73.4425,collinear
Contig157009,2,73.723,collinear
Contig267143,2,73.723,collinear
Contig310003,2,73.723,collinear
Contig39488,2,73.723,collinear
Contig39777,2,73.723,collinear
Contig4076,2,73.723,collinear
Contig4278,2,73.723,collinear
Contig54395,2,73.723,collinear
Contig55790,2,73.723,collinear
Contig77656,2,73.723,collinear
Contig83367,2,73.723,collinear
Contig88861,2,73.723,collinear
Contig40946,2,75.1965,collinear
Contig4593,2,75.1965,collinear
Contig6538,2,75.1965,collinear
Contig14241,2,76.3745,collinear
Contig43829,2,76.3745,collinear
Contig46187,2,76.3745,collinear
Contig6981,2,76.3745,collinear
Contig743,2,76.3745,collinear
Contig92616,2,76.3745,collinear
Contig102135,2,76.9735,collinear
Contig104,2,76.9735,collinear
Contig106777,2,76.9735,collinear
Contig110647,2,76.9735,collinear
Contig134418,2,76.9735,collinear
Contig166788,2,76.9735,collinear
Contig188792,2,76.9735,collinear
Contig3683,2,76.9735,collinear
Contig3814,2,76.9735,collinear
Contig388114,2,76.9735,collinear
Contig50687,2,76.9735,collinear
Contig51956,2,76.9735,collinear
Contig54104,2,76.9735,collinear
Contig55105,2,76.9735,collinear
Contig61309,2,76.9735,collinear
Contig62124,2,76.9735,collinear
Contig6243,2,76.9735,collinear
Contig80144,2,76.9735,collinear
Contig85403,2,76.9735,collinear
Contig95916,2,76.9735,collinear
Contig97656,2,76.9735,collinear
Contig4293,2,78.1735,collinear
Contig4808,2,78.1735,collinear
Contig72438,2,78.1735,collinear
Contig98351,2,79.6795078,collinear
Contig96566,2,81.7935,collinear
Contig1872,2,83.317,collinear
Contig320,2,83.317,collinear
Contig49108,2,83.317,collinear
Contig41560,2,83.6175,collinear
Contig43162,2,83.6175,collinear
Contig43485,2,83.6175,collinear
Contig77842,2,83.6175,collinear
Contig51343,2,84.10015323,collinear
Contig2063,2,85.1205,collinear
Contig344923,2,85.1205,collinear
Contig48357,2,85.1205,collinear
Contig78501,2,85.1205,collinear
Contig89594,2,85.1205,collinear
Contig66137,2,85.421,collinear
Contig686,2,85.421,collinear
Contig90291,2,85.421,collinear
Contig72840,2,85.496125,collinear
Contig45027,2,85.57125,collinear
Contig1021,2,85.7215,collinear
Contig158340,2,85.7215,collinear
Contig170845,2,85.7215,collinear
Contig20751,2,85.7215,collinear
Contig227997,2,85.7215,collinear
Contig277368,2,85.7215,collinear
Contig3631,2,85.7215,collinear
Contig3753,2,85.7215,collinear
Contig39379,2,85.7215,collinear
Contig40917,2,85.7215,collinear
Contig43021,2,85.7215,collinear
Contig47303,2,85.7215,collinear
Contig47979,2,85.7215,collinear
Contig48779,2,85.7215,collinear
Contig65151,2,85.7215,collinear
Contig66938,2,85.7215,collinear
Contig70759,2,85.7215,collinear
Contig76550,2,85.7215,collinear
Contig94331,2,85.7215,collinear
Contig7409,2,85.82333333,collinear
Contig4856,2,86.027,collinear
Contig62885,2,86.027,collinear
Contig161240,2,86.6025,collinear
Contig38219,2,86.6025,collinear
Contig50758,2,86.6025,collinear
Contig85294,2,86.6025,collinear
Contig96258,2,86.8915,collinear
Contig11130,2,87.1805,collinear
Contig139582,2,87.1805,collinear
Contig14203,2,87.1805,collinear
Contig351894,2,87.1805,collinear
Contig40193,2,87.1805,collinear
Contig40272,2,87.1805,collinear
Contig40675,2,87.1805,collinear
Contig4078,2,87.1805,collinear
Contig45837,2,87.1805,collinear
Contig52600,2,87.1805,collinear
Contig58376,2,87.1805,collinear
Contig61263,2,87.1805,collinear
Contig64184,2,87.1805,collinear
Contig70020,2,87.1805,collinear
Contig77572,2,87.1805,collinear
Contig78303,2,87.1805,collinear
Contig79451,2,87.1805,collinear
Contig20499,2,87.489,collinear
Contig343495,2,87.489,collinear
Contig46833,2,87.489,collinear
Contig53146,2,87.489,collinear
Contig86424,2,87.489,collinear
Contig79403,2,88.7615,collinear
Contig11312,3,0,collinear
Contig14535,3,0,collinear
Contig200908,3,0,collinear
Contig3241,3,0,collinear
Contig39197,3,0,collinear
Contig62840,3,0,collinear
Contig63974,3,0,collinear
Contig64100,3,0,collinear
Contig66891,3,0,collinear
Contig7134,3,0,collinear
Contig72229,3,0,collinear
Contig10365,3,0.0095,collinear
Contig10740,3,0.0095,collinear
Contig134795,3,0.0095,collinear
Contig146513,3,0.0095,collinear
Contig1468,3,0.0095,collinear
Contig176955,3,0.0095,collinear
Contig179634,3,0.0095,collinear
Contig1884,3,0.0095,collinear
Contig2181,3,0.0095,collinear
Contig2218,3,0.0095,collinear
Contig224054,3,0.0095,collinear
Contig2278,3,0.0095,collinear
Contig257312,3,0.0095,collinear
Contig2840,3,0.0095,collinear
Contig301750,3,0.0095,collinear
Contig340414,3,0.0095,collinear
Contig38993,3,0.0095,collinear
Contig39164,3,0.0095,collinear
Contig39189,3,0.0095,collinear
Contig39191,3,0.0095,collinear
Contig4055,3,0.0095,collinear
Contig40673,3,0.0095,collinear
Contig51747,3,0.0095,collinear
Contig54141,3,0.0095,collinear
Contig54522,3,0.0095,collinear
Contig56335,3,0.0095,collinear
Contig58938,3,0.0095,collinear
Contig6173,3,0.0095,collinear
Contig62520,3,0.0095,collinear
Contig62706,3,0.0095,collinear
Contig66019,3,0.0095,collinear
Contig67914,3,0.0095,collinear
Contig70440,3,0.0095,collinear
Contig8195,3,0.0095,collinear
Contig9584,3,0.0095,collinear
Contig67541,3,0.304,collinear
Contig12723,3,0.897,collinear
Contig52606,3,1.4985,collinear
Contig54588,3,1.7965,collinear
Contig107465,3,3.3005,collinear
Contig108165,3,3.3005,collinear
Contig121689,3,3.3005,collinear
Contig133004,3,3.3005,collinear
Contig158244,3,3.3005,collinear
Contig166728,3,3.3005,collinear
Contig1717,3,3.3005,collinear
Contig40330,3,3.3005,collinear
Contig41353,3,3.3005,collinear
Contig42587,3,3.3005,collinear
Contig42635,3,3.3005,collinear
Contig4309,3,3.3005,collinear
Contig4477,3,3.3005,collinear
Contig4505,3,3.3005,collinear
Contig50976,3,3.3005,collinear
Contig53145,3,3.3005,collinear
Contig55895,3,3.3005,collinear
Contig56983,3,3.3005,collinear
Contig57714,3,3.3005,collinear
Contig62521,3,3.3005,collinear
Contig70000,3,3.3005,collinear
Contig71106,3,3.3005,collinear
Contig71623,3,3.3005,collinear
Contig7217,3,3.3005,collinear
Contig82396,3,3.3005,collinear
Contig84525,3,3.3005,collinear
Contig66801,3,4.1905,collinear
Contig70578,3,4.1905,collinear
Contig83560,3,4.1905,collinear
Contig65094,3,5.0345,collinear
Contig67716,3,5.0345,collinear
Contig8511,3,5.0345,collinear
Contig55894,3,5.045807692,collinear
Contig76694,3,5.3165,collinear
Contig122156,3,7.7255,collinear
Contig1897,3,7.7255,collinear
Contig196591,3,7.7255,collinear
Contig327970,3,7.7255,collinear
Contig38471,3,7.7255,collinear
Contig45054,3,7.7255,collinear
Contig46091,3,7.7255,collinear
Contig47939,3,7.7255,collinear
Contig53466,3,7.7255,collinear
Contig54688,3,7.7255,collinear
Contig64989,3,7.7255,collinear
Contig97328,3,7.7255,collinear
Contig55744,3,8.354,collinear
Contig112617,3,8.635,collinear
Contig12169,3,8.635,collinear
Contig142301,3,8.635,collinear
Contig312760,3,8.635,collinear
Contig56364,3,8.635,collinear
Contig64465,3,8.635,collinear
Contig89302,3,8.635,collinear
Contig82833,3,8.9495,collinear
Contig89984,3,8.9495,collinear
Contig103124,3,9.578,collinear
Contig163792,3,9.578,collinear
Contig237090,3,9.578,collinear
Contig39673,3,9.578,collinear
Contig43000,3,9.578,collinear
Contig47798,3,9.578,collinear
Contig51984,3,9.578,collinear
Contig56202,3,9.578,collinear
Contig88913,3,9.578,collinear
Contig157592,3,10.6435,collinear
Contig104026,3,12.673,collinear
Contig129169,3,12.673,collinear
Contig134447,3,12.673,collinear
Contig15561,3,12.673,collinear
Contig2233,3,12.673,collinear
Contig2450,3,12.673,collinear
Contig42699,3,12.673,collinear
Contig51387,3,12.673,collinear
Contig60708,3,12.673,collinear
Contig68143,3,12.673,collinear
Contig68778,3,12.673,collinear
Contig80510,3,12.673,collinear
Contig86380,3,12.673,collinear
Contig89133,3,12.673,collinear
Contig97474,3,12.673,collinear
Contig997,3,12.673,collinear
Contig42091,3,12.827,collinear
Contig1326,3,12.981,collinear
Contig77135,3,12.981,collinear
Contig108645,3,13.2885,collinear
Contig150244,3,13.2885,collinear
Contig2588,3,13.2885,collinear
Contig58819,3,13.2885,collinear
Contig61028,3,13.2885,collinear
Contig96840,3,13.2885,collinear
Contig263076,3,14.5215,collinear
Contig43612,3,14.5215,collinear
Contig51386,3,14.5215,collinear
Contig59839,3,14.5215,collinear
Contig65964,3,14.5215,collinear
Contig107866,3,15.137,collinear
Contig132284,3,15.137,collinear
Contig40948,3,15.137,collinear
Contig45566,3,15.137,collinear
Contig47290,3,15.137,collinear
Contig55344,3,15.137,collinear
Contig83914,3,15.137,collinear
Contig86111,3,15.137,collinear
Contig577,3,15.4215,collinear
Contig67655,3,15.4215,collinear
Contig117175,3,15.7065,collinear
Contig135201,3,15.7065,collinear
Contig171391,3,15.7065,collinear
Contig185779,3,15.7065,collinear
Contig2522,3,15.7065,collinear
Contig27325,3,15.7065,collinear
Contig337503,3,15.7065,collinear
Contig38521,3,15.7065,collinear
Contig40828,3,15.7065,collinear
Contig41252,3,15.7065,collinear
Contig41429,3,15.7065,collinear
Contig42922,3,15.7065,collinear
Contig43238,3,15.7065,collinear
Contig45216,3,15.7065,collinear
Contig45217,3,15.7065,collinear
Contig45894,3,15.7065,collinear
Contig48022,3,15.7065,collinear
Contig5024,3,15.7065,collinear
Contig57200,3,15.7065,collinear
Contig57306,3,15.7065,collinear
Contig68024,3,15.7065,collinear
Contig77930,3,15.7065,collinear
Contig859,3,15.7065,collinear
Contig1422,3,16.277,collinear
Contig370780,3,16.277,collinear
Contig39716,3,16.277,collinear
Contig40887,3,16.277,collinear
Contig50073,3,16.277,collinear
Contig52472,3,16.277,collinear
Contig5524,3,16.277,collinear
Contig70090,3,16.277,collinear
Contig85842,3,16.277,collinear
Contig102218,3,17.8165,collinear
Contig182990,3,17.8165,collinear
Contig2001,3,17.8165,collinear
Contig40754,3,17.8165,collinear
Contig41164,3,17.8165,collinear
Contig41165,3,17.8165,collinear
Contig4528,3,17.8165,collinear
Contig58559,3,17.8165,collinear
Contig64820,3,17.8165,collinear
Contig72623,3,17.8165,collinear
Contig81210,3,17.8165,collinear
Contig85033,3,17.8165,collinear
Contig6153,3,17.973,collinear
Contig4268,3,18.309,collinear
Contig100590,3,18.415,collinear
Contig106998,3,18.415,collinear
Contig133078,3,18.415,collinear
Contig15998,3,18.415,collinear
Contig161601,3,18.415,collinear
Contig17212,3,18.415,collinear
Contig1743,3,18.415,collinear
Contig2109,3,18.415,collinear
Contig2399,3,18.415,collinear
Contig38502,3,18.415,collinear
Contig39790,3,18.415,collinear
Contig44109,3,18.415,collinear
Contig45865,3,18.415,collinear
Contig64812,3,18.415,collinear
Contig69159,3,18.415,collinear
Contig70535,3,18.415,collinear
Contig82280,3,18.415,collinear
Contig99909,3,18.415,collinear
Contig4877,3,18.728,collinear
Contig52963,3,18.728,collinear
Contig61715,3,18.728,collinear
Contig56550,3,20.365,collinear
Contig120955,3,21.02,collinear
Contig1481,3,21.02,collinear
Contig17932,3,21.02,collinear
Contig361399,3,21.02,collinear
Contig46802,3,21.02,collinear
Contig111001,3,21.647,collinear
Contig121462,3,21.647,collinear
Contig149122,3,21.647,collinear
Contig1647,3,21.647,collinear
Contig213956,3,21.647,collinear
Contig243239,3,21.647,collinear
Contig351931,3,21.647,collinear
Contig41981,3,21.647,collinear
Contig45081,3,21.647,collinear
Contig47627,3,21.647,collinear
Contig47628,3,21.647,collinear
Contig48253,3,21.647,collinear
Contig51187,3,21.647,collinear
Contig60158,3,21.647,collinear
Contig60959,3,21.647,collinear
Contig71956,3,21.647,collinear
Contig75015,3,21.647,collinear
Contig82697,3,21.647,collinear
Contig50147,3,21.96,collinear
Contig5679,3,21.96,collinear
Contig42384,3,23.46,collinear
Contig67624,3,23.46,collinear
Contig70681,3,23.46,collinear
Contig77048,3,23.46,collinear
Contig109349,3,23.97973711,collinear
Contig249409,3,23.97973711,collinear
Contig2741,3,23.97973711,collinear
Contig327059,3,23.97973711,collinear
Contig38715,3,23.97973711,collinear
Contig44178,3,23.97973711,collinear
Contig63960,3,23.97973711,collinear
Contig90211,3,23.97973711,collinear
Contig98993,3,23.97973711,collinear
